genre,sentence1_id,sentence2_id,filename,year,id,score,sentence1,sentence2,url1,url2,dev_train_or_test
main-forums,79601,79602,answer-answer,2016,502,1.0,Hope this is what you are looking for.,"If what you are looking for is much higher, they get the picture.",StackExchange Network: http://movies.stackexchange.com/questions/24448 Author: 1408 (http://movies.stackexchange.com/users/14075) Last Editor: Walt (http://movies.stackexchange.com/users/4386),StackExchange Network: http://workplace.stackexchange.com/questions/5788 Author: JeffO (http://workplace.stackexchange.com/users/8365) Last Editor: JeffO (http://workplace.stackexchange.com/users/8365),test
main-forums,79611,79612,answer-answer,2016,516,0.0,The best thing you can do is to know your stuff.,The best thing to do is to overcome the fussiness.,StackExchange Network: http://music.stackexchange.com/questions/106 Author: Tangurena (http://music.stackexchange.com/users/47),StackExchange Network: http://parenting.stackexchange.com/questions/12115 Author: deworde (http://parenting.stackexchange.com/users/147),test
main-forums,79621,79622,answer-answer,2016,521,2.0,It depends on the dish and how amenable it is at the stage you make the mistake.,It depends on the sauce and the result you want.,StackExchange Network: http://cooking.stackexchange.com/questions/29807 Author: Thomas (http://cooking.stackexchange.com/users/14960),StackExchange Network: http://cooking.stackexchange.com/questions/13792 Author: vwiggins (http://cooking.stackexchange.com/users/2391),test
main-forums,79631,79632,answer-answer,2016,535,2.0,"You just have to base your answer on what you do know, which is what you want.",You have to do what is right for you.,StackExchange Network: http://workplace.stackexchange.com/questions/9526 Author: pdr (http://workplace.stackexchange.com/users/759) Last Editor: pdr (http://workplace.stackexchange.com/users/759),StackExchange Network: http://workplace.stackexchange.com/questions/47580 Author: Lawrence Aiello (http://workplace.stackexchange.com/users/29077),test
main-forums,79641,79642,answer-answer,2016,537,0.0,You PROBABLY don't have any chance at the moment.,"Saying ""thanks, I don't have any questions at the moment.""",StackExchange Network: http://academia.stackexchange.com/questions/15982 Author: anon (http://academia.stackexchange.com/users/10739),StackExchange Network: http://academia.stackexchange.com/questions/36705 Author: Brian Borchers (http://academia.stackexchange.com/users/4453),test
main-forums,79651,79652,answer-answer,2016,548,3.0,It really doesn't matter.,It doesn't matter unless it is really far off.,StackExchange Network: http://diy.stackexchange.com/questions/16028 Author: DA01 (http://diy.stackexchange.com/users/1209) Last Editor: Chris Cudmore (http://diy.stackexchange.com/users/928),StackExchange Network: http://diy.stackexchange.com/questions/56327 Author: DMoore (http://diy.stackexchange.com/users/12002),test
main-forums,79661,79662,answer-answer,2016,549,3.0,You don't need to know everything.,You don't have to know.,StackExchange Network: http://academia.stackexchange.com/questions/5585 Author: nonoffensiveusername (http://academia.stackexchange.com/users/4237),StackExchange Network: http://academia.stackexchange.com/questions/26241 Author: BigPants (http://academia.stackexchange.com/users/19703) Last Editor: BigPants (http://academia.stackexchange.com/users/19703),test
main-forums,79671,79672,answer-answer,2016,567,3.0,I think you're looking for Mikey (1992).,I think you're looking for the movie,StackExchange Network: http://movies.stackexchange.com/questions/11864 Author: hammar (http://movies.stackexchange.com/users/550),StackExchange Network: http://movies.stackexchange.com/questions/30559 Author: VijayDroid (http://movies.stackexchange.com/users/12612),test
main-forums,79681,79682,answer-answer,2016,571,5.0,It makes absolutely NO difference.,"No, it makes no difference.",StackExchange Network: http://diy.stackexchange.com/questions/47318 Author: Speedy Petey (http://diy.stackexchange.com/users/19875),StackExchange Network: http://travel.stackexchange.com/questions/26272 Author: jpatokal (http://travel.stackexchange.com/users/1893) Last Editor: jpatokal (http://travel.stackexchange.com/users/1893),test
main-forums,79691,79692,answer-answer,2016,581,5.0,I think it's fine to ask this question.,I think it is okay to ask the question.,StackExchange Network: http://academia.stackexchange.com/questions/37384 Author: Kakoli Majumder (http://academia.stackexchange.com/users/9920),StackExchange Network: http://academia.stackexchange.com/questions/28396 Author: Anonymous Physicist (http://academia.stackexchange.com/users/13240),test
main-forums,79701,79702,answer-answer,2016,582,4.0,I'm going to be very direct here.,"I'm going to be blunt, here: You don't.",StackExchange Network: http://music.stackexchange.com/questions/11187 Author: Matthew Read (http://music.stackexchange.com/users/28),StackExchange Network: http://money.stackexchange.com/questions/16237 Author: gef05 (http://money.stackexchange.com/users/2124),test
main-forums,79711,79712,answer-answer,2016,583,1.0,"You just have to base your answer on what you do know, which is what you want.","Yes, you can do exactly what you want to do.",StackExchange Network: http://workplace.stackexchange.com/questions/9526 Author: pdr (http://workplace.stackexchange.com/users/759) Last Editor: pdr (http://workplace.stackexchange.com/users/759),StackExchange Network: http://diy.stackexchange.com/questions/39460 Author: Eric Gunnerson (http://diy.stackexchange.com/users/7607),test
main-forums,79721,79722,answer-answer,2016,599,0.0,You should do it.,You should prime it first.,StackExchange Network: http://workplace.stackexchange.com/questions/5672 Author: amphibient (http://workplace.stackexchange.com/users/3298) Last Editor: amphibient (http://workplace.stackexchange.com/users/3298),StackExchange Network: http://diy.stackexchange.com/questions/36778 Author: Steven (http://diy.stackexchange.com/users/4207),test
main-forums,79731,79732,answer-answer,2016,603,5.0,There's not a lot you can do about that.,I'm afraid there's not really a lot you can do.,StackExchange Network: http://workplace.stackexchange.com/questions/36965 Author: Julia Hayward (http://workplace.stackexchange.com/users/8559),StackExchange Network: http://academia.stackexchange.com/questions/13272 Author: aeismail (http://academia.stackexchange.com/users/53),test
main-forums,79741,79742,answer-answer,2016,607,0.0,What kind of insulation is it?,What kind of floors are above?,StackExchange Network: http://diy.stackexchange.com/questions/48782 Author: iLikeDirt (http://diy.stackexchange.com/users/15879) Last Editor: iLikeDirt (http://diy.stackexchange.com/users/15879),StackExchange Network: http://diy.stackexchange.com/questions/5947 Author: DA01 (http://diy.stackexchange.com/users/1209),test
main-forums,79751,79752,answer-answer,2016,615,4.0,It depends entirely on your company and your contract.,I guess it depends on the nature of your contract.,StackExchange Network: http://money.stackexchange.com/questions/2116 Author: Benjamin Chambers (http://money.stackexchange.com/users/1739),StackExchange Network: http://workplace.stackexchange.com/questions/42399 Author: JeffO (http://workplace.stackexchange.com/users/8365),test
main-forums,79761,79762,answer-answer,2016,616,5.0,You answered your own question.,You've answered your own question already.,StackExchange Network: http://cooking.stackexchange.com/questions/14586 Author: daniel (No OwnerUserId. Deleted?),StackExchange Network: http://cooking.stackexchange.com/questions/45077 Author: logophobe (http://cooking.stackexchange.com/users/25059),test
main-forums,79771,79772,answer-answer,2016,628,3.0,I don't think that there's any.,I don't think there is any universal term.,StackExchange Network: http://academia.stackexchange.com/questions/27341 Author: yo' (http://academia.stackexchange.com/users/1471),StackExchange Network: http://money.stackexchange.com/questions/9980 Author: Dheer (http://money.stackexchange.com/users/1113),test
main-forums,79781,79782,answer-answer,2016,629,3.0,There are a few things you can do: ,There are a few minimally-effective things you can do at the personal level.,StackExchange Network: http://fitness.stackexchange.com/questions/25423 Author: speedyGonzales (http://fitness.stackexchange.com/users/2646),StackExchange Network: http://workplace.stackexchange.com/questions/6283 Author: Monica Cellio (http://workplace.stackexchange.com/users/325),test
main-forums,79791,79792,answer-answer,2016,639,3.0,This is the tip I find most useful:,Something like this is useful:  ,StackExchange Network: http://workplace.stackexchange.com/questions/47960 Author: Dustybin80 (http://workplace.stackexchange.com/users/33794),StackExchange Network: http://cooking.stackexchange.com/questions/18129 Author: belisarius (http://cooking.stackexchange.com/users/2882),test
main-forums,79801,79802,answer-answer,2016,641,2.0,That's what I believe.,"Yes, I believe it's a good idea.",StackExchange Network: http://movies.stackexchange.com/questions/12815 Author: Ankit (http://movies.stackexchange.com/users/301),StackExchange Network: http://academia.stackexchange.com/questions/47063 Author: Penguin_Knight (http://academia.stackexchange.com/users/6450),test
main-forums,79811,79812,answer-answer,2016,643,1.0,"If you are not sure how to do it, don't do it at all.","If not, don't do that and spend that time with something you like to do.",StackExchange Network: http://workplace.stackexchange.com/questions/107 Author: Adrian (http://workplace.stackexchange.com/users/25) Last Editor: Adrian (http://workplace.stackexchange.com/users/25),StackExchange Network: http://productivity.stackexchange.com/questions/2674 Author: srnka (http://productivity.stackexchange.com/users/1665),test
main-forums,79821,79822,answer-answer,2016,648,0.0,It's all in her head.,It's all about adhesion.,StackExchange Network: http://movies.stackexchange.com/questions/16 Author: Muad'Dib (http://movies.stackexchange.com/users/61) Last Editor: phwd (http://movies.stackexchange.com/users/68),StackExchange Network: http://diy.stackexchange.com/questions/20753 Author: user23531 (http://diy.stackexchange.com/users/23531),test
main-forums,79831,79832,answer-answer,2016,650,2.0,"If you are not sure how to do it, don't do it at all.","If you do not have a very strong scientific reason to do it, don't.",StackExchange Network: http://workplace.stackexchange.com/questions/107 Author: Adrian (http://workplace.stackexchange.com/users/25) Last Editor: Adrian (http://workplace.stackexchange.com/users/25),StackExchange Network: http://academia.stackexchange.com/questions/8640 Author: Peter Jansson (http://academia.stackexchange.com/users/4394),test
main-forums,79841,79842,answer-answer,2016,659,0.0,You need to read a lot to know what you like and what you don't.,You have to know what you want to do.,StackExchange Network: http://writers.stackexchange.com/questions/12166 Author: Lexi (http://writers.stackexchange.com/users/2410),StackExchange Network: http://academia.stackexchange.com/questions/19431 Author: dorien (http://academia.stackexchange.com/users/14757),test
main-forums,79851,79852,answer-answer,2016,660,2.0,"I would say you can do it, but it wouldn't be advised.","Personally, I would say not unless it suits you.",StackExchange Network: http://cooking.stackexchange.com/questions/20809 Author: dahbearz (http://cooking.stackexchange.com/users/8884),StackExchange Network: http://academia.stackexchange.com/questions/10843 Author: Chris H (http://academia.stackexchange.com/users/8494),test
main-forums,79861,79862,answer-answer,2016,662,5.0,Can you do this?,Can you do it?,StackExchange Network: http://diy.stackexchange.com/questions/59073 Author: Speedy Petey (http://diy.stackexchange.com/users/19875),StackExchange Network: http://academia.stackexchange.com/questions/45866 Author: BrianDHall (http://academia.stackexchange.com/users/6787),test
main-forums,79871,79872,answer-answer,2016,664,3.0,"Sure, I've  done this very trip.",I've done this many dozens of times.,StackExchange Network: http://travel.stackexchange.com/questions/19539 Author: Mark Mayo (http://travel.stackexchange.com/users/101),StackExchange Network: http://workplace.stackexchange.com/questions/32521 Author: user987654 (http://workplace.stackexchange.com/users/15811),test
main-forums,79881,79882,answer-answer,2016,666,3.0,"You can use it, too.","You can do it, too.",StackExchange Network: http://workplace.stackexchange.com/questions/15270 Author: Wesley Long (http://workplace.stackexchange.com/users/9264) Last Editor: Wesley Long (http://workplace.stackexchange.com/users/9264),StackExchange Network: http://diy.stackexchange.com/questions/4321 Author: Jay Bazuzi (http://diy.stackexchange.com/users/80) [CommunityWiki],test
main-forums,79891,79892,answer-answer,2016,675,5.0,How do you do that?,How to do that?,StackExchange Network: http://parenting.stackexchange.com/questions/6154 Author: Hilmar (http://parenting.stackexchange.com/users/3290),StackExchange Network: http://workplace.stackexchange.com/questions/41356 Author: Telastyn (http://workplace.stackexchange.com/users/2196),test
main-forums,79901,79902,answer-answer,2016,678,3.0,I've located an article that might be of some help: http://www.dsattorney.com/qa-pseudonyms-in-contracts/,I found some link that might be of help to you:,StackExchange Network: http://writers.stackexchange.com/questions/8443 Author: C. St. C. (http://writers.stackexchange.com/users/5576) Last Editor: C. St. C. (http://writers.stackexchange.com/users/5576),StackExchange Network: http://music.stackexchange.com/questions/14262 Author: Shevliaskovic (http://music.stackexchange.com/users/7356),test
main-forums,79911,79912,answer-answer,2016,682,2.0,"I would say you can do it, but it wouldn't be advised.","I would say it is impossible to know, so don't risk it.",StackExchange Network: http://cooking.stackexchange.com/questions/20809 Author: dahbearz (http://cooking.stackexchange.com/users/8884),StackExchange Network: http://cooking.stackexchange.com/questions/40813 Author: kippford (http://cooking.stackexchange.com/users/22272) Last Editor: KatieK (http://cooking.stackexchange.com/users/1685),test
main-forums,79921,79922,answer-answer,2016,683,1.0,Unfortunately the answer to your question is we simply do not know.,The answer to your question is not really.,StackExchange Network: http://health.stackexchange.com/questions/718 Author: Ninja Doc (http://health.stackexchange.com/users/83),StackExchange Network: http://academia.stackexchange.com/questions/12119 Author: Layla (http://academia.stackexchange.com/users/6144),test
main-forums,79931,79932,answer-answer,2016,684,1.0,"If you are not sure how to do it, don't do it at all.","You don't, it will not work.",StackExchange Network: http://workplace.stackexchange.com/questions/107 Author: Adrian (http://workplace.stackexchange.com/users/25) Last Editor: Adrian (http://workplace.stackexchange.com/users/25),StackExchange Network: http://cooking.stackexchange.com/questions/25328 Author: klypos (http://cooking.stackexchange.com/users/5885),test
main-forums,79941,79942,answer-answer,2016,694,5.0,It's also a matter of taste.,It's definitely just a matter of preference.,StackExchange Network: http://academia.stackexchange.com/questions/48964 Author: P.Windridge (http://academia.stackexchange.com/users/21527),StackExchange Network: http://cooking.stackexchange.com/questions/45355 Author: buttlord (http://cooking.stackexchange.com/users/25742),test
main-forums,79951,79952,answer-answer,2016,695,1.0,It's not a good idea.,It's a good idea to do both.,StackExchange Network: http://travel.stackexchange.com/questions/30679 Author: MikkaRin (http://travel.stackexchange.com/users/12032) Last Editor: Relaxed (http://travel.stackexchange.com/users/6669),StackExchange Network: http://fitness.stackexchange.com/questions/1273 Author: JoJo (http://fitness.stackexchange.com/users/613) Last Editor: JoJo (http://fitness.stackexchange.com/users/613),test
main-forums,79961,79962,answer-answer,2016,704,2.0,This answer is based on my experience teaching undergraduate math in the US.,This answer is based on experience I did not researched for references.,StackExchange Network: http://academia.stackexchange.com/questions/13069 Author: Nate Eldredge (http://academia.stackexchange.com/users/1010),StackExchange Network: http://pets.stackexchange.com/questions/2420 Author: James Jenkins (http://pets.stackexchange.com/users/13) Last Editor: James Jenkins (http://pets.stackexchange.com/users/13),test
main-forums,79971,79972,answer-answer,2016,705,4.0,There are a few things I think you should do.,There are quite a few things you would need to do;,StackExchange Network: http://workplace.stackexchange.com/questions/35328 Author: Terence Eden (http://workplace.stackexchange.com/users/12224),StackExchange Network: http://money.stackexchange.com/questions/43133 Author: Dheer (http://money.stackexchange.com/users/1113),test
main-forums,79981,79982,answer-answer,2016,713,0.0,You will want to clean the area first.,You will also want to remove the seeds.,StackExchange Network: http://diy.stackexchange.com/questions/30614 Author: John Smith (http://diy.stackexchange.com/users/14056) Last Editor: John Smith (http://diy.stackexchange.com/users/14056),StackExchange Network: http://cooking.stackexchange.com/questions/6388 Author: Juju (http://cooking.stackexchange.com/users/2239) Last Editor: Juju (http://cooking.stackexchange.com/users/2239),test
main-forums,79991,79992,answer-answer,2016,718,2.0,It depends on what you want to have in your tank.,It depends on what you want to achieve.,StackExchange Network: http://pets.stackexchange.com/questions/6042 Author: Delusion (http://pets.stackexchange.com/users/3783),StackExchange Network: http://music.stackexchange.com/questions/22983 Author: S Vilcans (http://music.stackexchange.com/users/8755),test
main-forums,80001,80002,answer-answer,2016,721,1.0,There are a couple of options that you could consider:,There are a lot of ways that could go poorly for you.,StackExchange Network: http://academia.stackexchange.com/questions/12865 Author: user7130 (No OwnerUserId. Deleted?),StackExchange Network: http://workplace.stackexchange.com/questions/48087 Author: Frisbee (http://workplace.stackexchange.com/users/26028),test
main-forums,80011,80012,answer-answer,2016,723,3.0,You don't have to worry.,"Since you have one ticket, you don't have to worry.",StackExchange Network: http://pets.stackexchange.com/questions/6824 Author: Delusion (http://pets.stackexchange.com/users/3783),StackExchange Network: http://travel.stackexchange.com/questions/17382 Author: user141 (No OwnerUserId. Deleted?),test
main-forums,80021,80022,answer-answer,2016,736,1.0,Vietnamese citizens need a visa to visit the USA.,Nepalese citizens require a visa to visit the UK.,StackExchange Network: http://travel.stackexchange.com/questions/42749 Author: Tom (http://travel.stackexchange.com/users/13044),StackExchange Network: http://travel.stackexchange.com/questions/34167 Author: Tor-Einar Jarnbjo (http://travel.stackexchange.com/users/2358) Last Editor: Tor-Einar Jarnbjo (http://travel.stackexchange.com/users/2358),test
main-forums,80031,80032,answer-answer,2016,737,1.0,It depends on how it's used.,It depends on how long it's been out.,StackExchange Network: http://writers.stackexchange.com/questions/15981 Author: Kristina Adams (http://writers.stackexchange.com/users/12771),StackExchange Network: http://cooking.stackexchange.com/questions/46106 Author: Sarah (http://cooking.stackexchange.com/users/26334),test
main-forums,80041,80042,answer-answer,2016,742,5.0,I don't see why there should be any problem with this whatsoever.,I don't see why this could be a problem.,StackExchange Network: http://academia.stackexchange.com/questions/12325 Author: aeismail (http://academia.stackexchange.com/users/53),StackExchange Network: http://travel.stackexchange.com/questions/18861 Author: Elchin (http://travel.stackexchange.com/users/7519),test
main-forums,80051,80052,answer-answer,2016,743,5.0,There's not a lot you can do about that.,I really do not think there is much you can do about that.,StackExchange Network: http://workplace.stackexchange.com/questions/36965 Author: Julia Hayward (http://workplace.stackexchange.com/users/8559),StackExchange Network: http://cooking.stackexchange.com/questions/16192 Author: Henrik Söderlund (http://cooking.stackexchange.com/users/3756),test
main-forums,80061,80062,answer-answer,2016,745,5.0,You got it right.,Yes you got it.,StackExchange Network: http://money.stackexchange.com/questions/22114 Author: littleadv (http://money.stackexchange.com/users/2998),StackExchange Network: http://movies.stackexchange.com/questions/19970 Author: System Down (http://movies.stackexchange.com/users/29),test
main-forums,80071,80072,answer-answer,2016,749,0.0,"You just have to base your answer on what you do know, which is what you want.","Remember this is your degree we are talking about, its up to you what you want to do.",StackExchange Network: http://workplace.stackexchange.com/questions/9526 Author: pdr (http://workplace.stackexchange.com/users/759) Last Editor: pdr (http://workplace.stackexchange.com/users/759),StackExchange Network: http://academia.stackexchange.com/questions/43207 Author: Dan (http://academia.stackexchange.com/users/32830),test
main-forums,80081,80082,answer-answer,2016,750,4.0,How do you do that?,How should you do that?,StackExchange Network: http://parenting.stackexchange.com/questions/6154 Author: Hilmar (http://parenting.stackexchange.com/users/3290),StackExchange Network: http://academia.stackexchange.com/questions/41133 Author: Pete L. Clark (http://academia.stackexchange.com/users/938),test
main-forums,80091,80092,answer-answer,2016,761,4.0,I was in a similar situation.,I am in a similar situation.,StackExchange Network: http://academia.stackexchange.com/questions/11686 Author: Nitesh Goyal (http://academia.stackexchange.com/users/8115),StackExchange Network: http://academia.stackexchange.com/questions/2914 Author: user4050 (http://academia.stackexchange.com/users/4050) Last Editor: user4050 (http://academia.stackexchange.com/users/4050),test
main-forums,80101,80102,answer-answer,2016,768,0.0,What is your lid made of?,What is your paper for?,StackExchange Network: http://cooking.stackexchange.com/questions/23227 Author: Feasoron (http://cooking.stackexchange.com/users/7244),StackExchange Network: http://academia.stackexchange.com/questions/14081 Author: Jim (http://academia.stackexchange.com/users/7902),test
main-forums,80111,80112,answer-answer,2016,770,0.0,You don't need any visa.,You don't need sauce at all.,StackExchange Network: http://travel.stackexchange.com/questions/27404 Author: undercover_cop (http://travel.stackexchange.com/users/22488),StackExchange Network: http://cooking.stackexchange.com/questions/7162 Author: dassouki (http://cooking.stackexchange.com/users/87) [CommunityWiki],test
main-forums,80121,80122,answer-answer,2016,778,2.0,"That is your problem, not your supervisor's.",Work with your supervisor and your team to solve the problem.,StackExchange Network: http://academia.stackexchange.com/questions/5839 Author: EnergyNumbers (http://academia.stackexchange.com/users/96) Last Editor: EnergyNumbers (http://academia.stackexchange.com/users/96),StackExchange Network: http://workplace.stackexchange.com/questions/16644 Author: jmort253 (http://workplace.stackexchange.com/users/98),test
main-forums,80131,80132,answer-answer,2016,779,4.0,"It depends on what you want to do next, and where you want to do it.",It's up to you what you want to do next.,StackExchange Network: http://academia.stackexchange.com/questions/26950 Author: Dylan Richard Muir (http://academia.stackexchange.com/users/19984),StackExchange Network: http://workplace.stackexchange.com/questions/33832 Author: Vietnhi Phuvan (http://workplace.stackexchange.com/users/16993),test
main-forums,80141,80142,answer-answer,2016,784,5.0,There are two things to consider:,A couple things to consider:,StackExchange Network: http://money.stackexchange.com/questions/13757 Author: littleadv (http://money.stackexchange.com/users/2998) Last Editor: littleadv (http://money.stackexchange.com/users/2998),StackExchange Network: http://academia.stackexchange.com/questions/51241 Author: Fomite (http://academia.stackexchange.com/users/118),test
main-forums,80151,80152,answer-answer,2016,787,3.0,It depends entirely on your company and your contract.,It depends on your company.,StackExchange Network: http://money.stackexchange.com/questions/2116 Author: Benjamin Chambers (http://money.stackexchange.com/users/1739),StackExchange Network: http://workplace.stackexchange.com/questions/47245 Author: Myles (http://workplace.stackexchange.com/users/26235),test
main-forums,80161,80162,answer-answer,2016,806,3.0,"The wood probably isn't rotten, it's just worn out.",It's just worn out and not safe.,StackExchange Network: http://diy.stackexchange.com/questions/6602 Author: Dean J (http://diy.stackexchange.com/users/2778),StackExchange Network: http://diy.stackexchange.com/questions/54121 Author: fred (http://diy.stackexchange.com/users/28280),test
main-forums,80171,80172,answer-answer,2016,829,4.0,"Well, I wouldn't put it on my cv.",I wouldn't put this job on my resume.,StackExchange Network: http://academia.stackexchange.com/questions/38874 Author: Phil (http://academia.stackexchange.com/users/19988),StackExchange Network: http://workplace.stackexchange.com/questions/31150 Author: Florian.C (http://workplace.stackexchange.com/users/25282),test
main-forums,80181,80182,answer-answer,2016,831,1.0,This is a great one... ,This is a difficult one.,StackExchange Network: http://cooking.stackexchange.com/questions/10270 Author: Sophia Merritt (No OwnerUserId. Deleted?),StackExchange Network: http://outdoors.stackexchange.com/questions/6325 Author: Rory Alsop (http://outdoors.stackexchange.com/users/66),test
main-forums,80191,80192,answer-answer,2016,854,0.0,The answer to both questions is: Yes.,To directly answer the two questions in your title.,StackExchange Network: http://travel.stackexchange.com/questions/18724 Author: Karlson (http://travel.stackexchange.com/users/1372),StackExchange Network: http://workplace.stackexchange.com/questions/50568 Author: jmoreno (http://workplace.stackexchange.com/users/271),test
main-forums,80201,80202,answer-answer,2016,855,2.0,"Yes, there is a reason to not do what you propose.","Valid reasons to feel the way you do, but not a reason to resign.",StackExchange Network: http://money.stackexchange.com/questions/43032 Author: dg99 (http://money.stackexchange.com/users/7926),StackExchange Network: http://workplace.stackexchange.com/questions/6754 Author: Stephen (http://workplace.stackexchange.com/users/4808),test
main-forums,80211,80212,answer-answer,2016,861,2.0,I think it is depends on the program.,It depends on how the term is used I think.,StackExchange Network: http://academia.stackexchange.com/questions/30774 Author: Kate (http://academia.stackexchange.com/users/23820),StackExchange Network: http://pets.stackexchange.com/questions/2578 Author: Spiderman (http://pets.stackexchange.com/users/481),test
main-forums,80221,80222,answer-answer,2016,862,5.0,Can you do this?,"So, CAN you do this?",StackExchange Network: http://diy.stackexchange.com/questions/59073 Author: Speedy Petey (http://diy.stackexchange.com/users/19875),StackExchange Network: http://diy.stackexchange.com/questions/29105 Author: user558 (No OwnerUserId. Deleted?) Last Editor: user558 (No LastEditorUserId. Deleted?),test
main-forums,80231,80232,answer-answer,2016,868,4.0,I think there isn't a general answer.,I don't think there is an answer for this.,StackExchange Network: http://travel.stackexchange.com/questions/2952 Author: RoflcoptrException (http://travel.stackexchange.com/users/693),StackExchange Network: http://sports.stackexchange.com/questions/5238 Author: Coach-D (http://sports.stackexchange.com/users/6436),test
main-forums,80241,80242,answer-answer,2016,869,5.0,There are a few things you can do: ,There are a couple things you can try.,StackExchange Network: http://fitness.stackexchange.com/questions/25423 Author: speedyGonzales (http://fitness.stackexchange.com/users/2646),StackExchange Network: http://cooking.stackexchange.com/questions/40880 Author: Didgeridrew (http://cooking.stackexchange.com/users/10685) Last Editor: Didgeridrew (http://cooking.stackexchange.com/users/10685),test
main-forums,80251,80252,answer-answer,2016,871,1.0,"The key is you have to find something that works for you, and your goals.","You may want it, but the process given to you is what you have to work within.",StackExchange Network: http://fitness.stackexchange.com/questions/6844 Author: Berin Loritsch (http://fitness.stackexchange.com/users/879) Last Editor: Berin Loritsch (http://fitness.stackexchange.com/users/879),StackExchange Network: http://workplace.stackexchange.com/questions/13305 Author: Wesley Long (http://workplace.stackexchange.com/users/9264) Last Editor: Wesley Long (http://workplace.stackexchange.com/users/9264),test
main-forums,80261,80262,answer-answer,2016,875,0.0,You don't have to know.,You don't have equipments/facilities to do research in B.,StackExchange Network: http://academia.stackexchange.com/questions/26241 Author: BigPants (http://academia.stackexchange.com/users/19703) Last Editor: BigPants (http://academia.stackexchange.com/users/19703),StackExchange Network: http://academia.stackexchange.com/questions/13435 Author: scaaahu (http://academia.stackexchange.com/users/546),test
main-forums,80271,80272,answer-answer,2016,877,2.0,I think you've pretty much done your review.,You've pretty much answered your own question.,StackExchange Network: http://academia.stackexchange.com/questions/47550 Author: jakebeal (http://academia.stackexchange.com/users/22733) Last Editor: jakebeal (http://academia.stackexchange.com/users/22733),StackExchange Network: http://cooking.stackexchange.com/questions/25124 Author: ElendilTheTall (http://cooking.stackexchange.com/users/4194),test
main-forums,80281,80282,answer-answer,2016,879,0.0,There are a few things I think you should do.,There are a few things I don't understand:,StackExchange Network: http://workplace.stackexchange.com/questions/35328 Author: Terence Eden (http://workplace.stackexchange.com/users/12224),StackExchange Network: http://writers.stackexchange.com/questions/2271 Author: Dale Hartley Emery (http://writers.stackexchange.com/users/272),test
main-forums,80291,80292,answer-answer,2016,882,2.0,You burn more Calories digesting protein than you do carbohydrates and fat.,"The more you sweat, the faster you will burn calories and fat.",StackExchange Network: http://fitness.stackexchange.com/questions/5687 Author: Berin Loritsch (http://fitness.stackexchange.com/users/879),StackExchange Network: http://fitness.stackexchange.com/questions/5095 Author: Ross (http://fitness.stackexchange.com/users/181) Last Editor: Dave Liepmann (http://fitness.stackexchange.com/users/1771),test
main-forums,80301,80302,answer-answer,2016,887,1.0,"It depends on what you want to do next, and where you want to do it.",It depends on what you want to say/imply.,StackExchange Network: http://academia.stackexchange.com/questions/26950 Author: Dylan Richard Muir (http://academia.stackexchange.com/users/19984),StackExchange Network: http://writers.stackexchange.com/questions/2280 Author: Craig Sefton (http://writers.stackexchange.com/users/1624),test
main-forums,80311,80312,answer-answer,2016,889,5.0,You got it right.,You've got it right.,StackExchange Network: http://money.stackexchange.com/questions/22114 Author: littleadv (http://money.stackexchange.com/users/2998),StackExchange Network: http://academia.stackexchange.com/questions/29957 Author: jakebeal (http://academia.stackexchange.com/users/22733),test
main-forums,80321,80322,answer-answer,2016,892,5.0,You answered your own question.,You pretty much answered your own question.,StackExchange Network: http://cooking.stackexchange.com/questions/14586 Author: daniel (No OwnerUserId. Deleted?),StackExchange Network: http://movies.stackexchange.com/questions/3078 Author: Nobby (http://movies.stackexchange.com/users/382),test
main-forums,80331,80332,answer-answer,2016,901,3.0,I have the same thing.,I had the same problem as you.,StackExchange Network: http://diy.stackexchange.com/questions/19977 Author: merl (http://diy.stackexchange.com/users/11809),StackExchange Network: http://cooking.stackexchange.com/questions/12500 Author: Izzydorio (http://cooking.stackexchange.com/users/3721) Last Editor: Chris Cudmore (http://cooking.stackexchange.com/users/1148),test
main-forums,80341,80342,answer-answer,2016,908,0.0,"Yes, there is a chemical difference.","Yes, there is a reason for it.",StackExchange Network: http://cooking.stackexchange.com/questions/50493 Author: Stephie (http://cooking.stackexchange.com/users/28879),StackExchange Network: http://movies.stackexchange.com/questions/9259 Author: Ankit Sharma (http://movies.stackexchange.com/users/1190),test
main-forums,80351,80352,answer-answer,2016,909,0.0,"They can be out of level by a bit, but flat is important.","Yes, although they can be a bit sour.",StackExchange Network: http://diy.stackexchange.com/questions/16641 Author: BMitch (http://diy.stackexchange.com/users/2196),StackExchange Network: http://outdoors.stackexchange.com/questions/1294 Author: OracleOfNJ (http://outdoors.stackexchange.com/users/402),test
main-forums,80361,80362,answer-answer,2016,916,2.0,I would look at this: U.S.,I would look at this way: ,StackExchange Network: http://money.stackexchange.com/questions/16622 Author: Ellie Kesselman (http://money.stackexchange.com/users/3361) Last Editor: JoeTaxpayer (http://money.stackexchange.com/users/187),StackExchange Network: http://travel.stackexchange.com/questions/48775 Author: Berit Larsen (http://travel.stackexchange.com/users/30358),test
main-forums,80371,80372,answer-answer,2016,921,5.0,You are on the right path.,You're on the right path.,StackExchange Network: http://money.stackexchange.com/questions/22386 Author: JoeTaxpayer (http://money.stackexchange.com/users/187),StackExchange Network: http://workplace.stackexchange.com/questions/34725 Author: Wesley Long (http://workplace.stackexchange.com/users/9264),test
