id,sentence
78942,The answer to both of your questions is yes.
78952,I'll answer this question:
78962,"Sorry, I don't know the answer to your question."
78972,"I always go by the rule ""When in doubt, throw it out!"
78982,This sound like a very bad idea.
78992,It's a good idea.
79002,It depends on the meat and how it's cut.
79012,It's a good question.
79022,It's much better to ask.
79032,"Yes, that is exactly what it means."
79042,Have you tried asking?
79052,You are making this too complicated.
79062,You have no need to do anything.
79072,There are two possible causes for this:
79082,It seems to work.
79092,You can buy it on ebay for $25 and up.
79102,One idea is cleaning the coffee residue from the coffee pot.
79112,There are two traditional ways to bend wood:
79122,My advice would be to try a variety of coffees that you can afford and find one you like.
79132,It is not a good idea.
79142,"They can, but the way to do it depends on what you have available."
79152,"Yes, you should mention it."
79162,Can you do this?
79172,Take a look at this: 
79182,I'd say it depends on the ultimate outcome you want?
79192,Not much you can do besides:
79202,But it is not a good idea.
79212,"You have a lot of answers already, but I'd like to add Curries as another solutions."
79222,I had a similar situation.
79232,I had this same problem.
79242,There is no quarantine period.
79252,I am not sure this question would have made much sense to the Romans themselves.
79262,"In other words, it depends on where you go, when you do there and how."
79272,"Yes, you should create a portfolio site to showcase what you can do and what you've done."
79282,No you are not.
79292,I guess it depends on what you're going to do.
79302,It is his job to see that you have what you need to do your job.
79312,It depends on what you want to achieve.
79322,This is a big problem.
79332,This sounds a bit unusual.
79342,I think it depends very much on the area.
79352,I have had the same problem.
79362,No it is not.
79372,I think that the short  answer to your question is: No.
79382,I don't think it makes much difference.
79392,"It depends on what they are evaluating, and how."
79402,There's not that much that you can do with a sourdough starter.
79412,You have answered your own question.
79422,Th answer to you problem is that you dont actually know what you're getting in .
79432,This is probably not a good idea but I will suggest it anyhow.
79442,"My recommendation is not to say anything, and do the best you can."
79452,I'd say it depends what conditions you have.
79462,You don't have to do anything to season it.
79472,I have the same situation and have traveled extensively.
79482,I do not think it's a good idea.
79492,You are right on the mark.
79502,This is a part answer to your question
79512,So how should I do this?
79522,Does this answer your questions?
79532,You can still use it for practice.
79542,It depends how you're stating it.
79552,I've had this problem while working in a pubs.
79562,You should tell a good story and sometimes you have to tweak reality/history to do so.
79572,It depends on what you want to be able to do.
79582,You are not required to file a tax return in Canada if you have no taxable income.
79592,I don't see why that should be a problem.
79602,"If what you are looking for is much higher, they get the picture."
79612,The best thing to do is to overcome the fussiness.
79622,It depends on the sauce and the result you want.
79632,You have to do what is right for you.
79642,"Saying ""thanks, I don't have any questions at the moment."""
79652,It doesn't matter unless it is really far off.
79662,You don't have to know.
79672,I think you're looking for the movie
79682,"No, it makes no difference."
79692,I think it is okay to ask the question.
79702,"I'm going to be blunt, here: You don't."
79712,"Yes, you can do exactly what you want to do."
79722,You should prime it first.
79732,I'm afraid there's not really a lot you can do.
79742,What kind of floors are above?
79752,I guess it depends on the nature of your contract.
79762,You've answered your own question already.
79772,I don't think there is any universal term.
79782,There are a few minimally-effective things you can do at the personal level.
79792,Something like this is useful:  
79802,"Yes, I believe it's a good idea."
79812,"If not, don't do that and spend that time with something you like to do."
79822,It's all about adhesion.
79832,"If you do not have a very strong scientific reason to do it, don't."
79842,You have to know what you want to do.
79852,"Personally, I would say not unless it suits you."
79862,Can you do it?
79872,I've done this many dozens of times.
79882,"You can do it, too."
79892,How to do that?
79902,I found some link that might be of help to you:
79912,"I would say it is impossible to know, so don't risk it."
79922,The answer to your question is not really.
79932,"You don't, it will not work."
79942,It's definitely just a matter of preference.
79952,It's a good idea to do both.
79962,This answer is based on experience I did not researched for references.
79972,There are quite a few things you would need to do;
79982,You will also want to remove the seeds.
79992,It depends on what you want to achieve.
80002,There are a lot of ways that could go poorly for you.
80012,"Since you have one ticket, you don't have to worry."
80022,Nepalese citizens require a visa to visit the UK.
80032,It depends on how long it's been out.
80042,I don't see why this could be a problem.
80052,I really do not think there is much you can do about that.
80062,Yes you got it.
80072,"Remember this is your degree we are talking about, its up to you what you want to do."
80082,How should you do that?
80092,I am in a similar situation.
80102,What is your paper for?
80112,You don't need sauce at all.
80122,Work with your supervisor and your team to solve the problem.
80132,It's up to you what you want to do next.
80142,A couple things to consider:
80152,It depends on your company.
80162,It's just worn out and not safe.
80172,I wouldn't put this job on my resume.
80182,This is a difficult one.
80192,To directly answer the two questions in your title.
80202,"Valid reasons to feel the way you do, but not a reason to resign."
80212,It depends on how the term is used I think.
80222,"So, CAN you do this?"
80232,I don't think there is an answer for this.
80242,There are a couple things you can try.
80252,"You may want it, but the process given to you is what you have to work within."
80262,You don't have equipments/facilities to do research in B.
80272,You've pretty much answered your own question.
80282,There are a few things I don't understand:
80292,"The more you sweat, the faster you will burn calories and fat."
80302,It depends on what you want to say/imply.
80312,You've got it right.
80322,You pretty much answered your own question.
80332,I had the same problem as you.
80342,"Yes, there is a reason for it."
80352,"Yes, although they can be a bit sour."
80362,I would look at this way: 
80372,You're on the right path.
80382,"You should, but you don't have to."
80392,The simple answer is yes!
80402,I don't think there are any benefits.
80412,It is up to you whether you want to do that.
80422,The Joker doesn't care about money.
80432,So I don't think you need to put it on the cover.
80442,"It is difficult, if not impossible, to give a complete answer to this question."
80452,This gives you the opportunity to make your case that you really do have expertise in XXX.
80462,You work on it slowly.
80472,You do not need to worry.
80482,"Yes, it is hard to publish in a peer reviewed journal."
80492,"So if that's what you need, you really do have to be explicit about it."
80502,"Yes, you should make a résumé."
80512,I think that's a great plan.
80522,Other than that you don't have a tax issue.
80532,There's no rule against it.
80542,What are you goals?
80552,I'm going to be very direct here.
80562,"You do not need a transit visa, but to enter Zurich you will need a visa."
80572,A few things to think about:
80582,You don't have to know.
80592,I think this is one of those things where you are just out of luck.
80602,Point is: know what you want and don't be afraid to ask for it.
80612,This varies by institution.
80622,I have the same problem.
80632,I have the exact same problem.
80642,You're right on about the sample definition.
80652,Nope that will not work.
80662,The best thing you can do is find something else interesting to do while you wait on hold.
80672,It's mostly a matter of taste.
80682,Personally when I was in a similar situation I sent the couple a card and a gift.
80692,"Yes, you can do it."
80702,You have to find out what works for you.
80712,It depends on how it's used.
80722,I have just had the same problem.
80732,You could probably get a tour agency to do it for you but it would cost you.
80742,They just don't want you to know it.
80752,It is important to keep the story in the scope of your limit.
80762,I think it's a bad idea.
80772,"No, it's not a good thing."
80782,I think it's a bad idea.
80792,You need to pick how and where you want to place your foot and do it.
80802,This is a big problem.
80812,"If the conversation is not about work, you know what the answer is to your own question."
80822,This cannot be answered in general.
80832,I would recommend looking at The Motley Fool.
80842,I don't think there is a single definition.
80852,Not a good idea.
80862,You don't have to worry.
80872,You're probably going to have to read various blogs to get all the information you want.
80882,I have exactly the same problem.
80892,The answer to your question is not really.
80902,You should never do it.
80912,I had the same issue.
80922,Is this the kind of thing you're looking for ?
80932,I think there are two important things to consider:
80942,It is up to you.
80952,There are a few things you need to consider:
80962,The answer to both questions is: Yes.
80972,This is a part answer to your question
80982,There are a few things I think you should do.
80992,It depends on what and where you are going to do.
81002,There are a few reasons that paint wrinkles.
81012,There are only three options:
81022,Think of it this way.
81032,Maybe this can work for you.
81042,"They can, but the way to do it depends on what you have available."
81052,Your best bet is research.
81062,This will depend on the university.
81072,"It's not just a good idea, it's an excellent idea."
81082,There are a few minimally-effective things you can do at the personal level.
81092,I had this same situation.
81102,Not a good idea.
81112,I know this is an old question but I feel I should add my 2 cents.
81122,"Yes, there is a chemical difference."
81132,"To my knowledge, there's no time requirement."
81142,You don't have to do anything to season it.
81152,There is no code telling you that you cannot do this.
81162,"Yes, you should talk to your professor."
81172,You don't need sauce at all.
81182,I had this problem before.
81192,You have to find out what works for you.
81202,This is a part answer to your question
81212,It really isn't your problem how they are going to find a qualified person to do the job.
81222,"Not a real answer to your question, but maybe it helps."
81232,There are two options for you - 
81242,I agree with the previous comments.
81252,"If the answer to any of these questions is yes, a PhD may be worthwhile for you."
81262,That depends on which country you are in.
81272,This is a bad idea.
81282,"In New York, Vivendi shares were 1.4 percent down at $18.29."
81292,"Bremer said he would launch a $70-million program in the next two weeks to clean up neighborhoods across Iraq and build community projects, but gave no details."
81302,State officials estimated the cost at nearly $2 billion.
81312,"The city had requested federal funds, but withdrew that request when American Express pledged at least $3 million."
81322,"Claudette, the first hurricane of the Atlantic storm season, hit the mid-Texas coast July 15, classified as a Category 1 hurricane with maximum sustained winds of 85 mph."
81332,Wall Street was also waiting for aluminum maker Alcoa Inc. (nyse: PEP - news - people) to report earnings after the close.
81342,"His aides warn an abrupt departure could trigger more bloodshed, a view shared by many in Liberia."
81352,It is the first named storm to develop in the Caribbean in December.
81362,The AFL-CIO announced Wednesday that it will decide in October whether to endorse a candidate before the primaries.
81372,"The plan, called The NIH Roadmap, was developed over 14 months with help from more than 300 consultants in industry and academia."
81382,Acting New Haven Police Chief Francisco Ortiz said police were treating the explosion as a criminal matter.
81392,Chiron has acceptances from holders of nearly 20 percent of PowderJect shares.
81402,"""We believe we are fully prepared to roll out the revised Diebold machines,"" said Gilles W. Burger, chairman of the Maryland State Board of Elections."
81412,"Hewlett-Packard is putting in for a second-quarter profit of $659 million, or 29 cents a share, on revenue of $18 billion."
81422,"At Northwest Medical Center of Washington County in Springdale, one child is in serious condition."
81432,"Sean Harrigan, president of the California Public Employees' Retirement System, also suggested paring the NYSE's 27-member board and allotting more seats to investors outside the securities industry."
81442,"The Swedish central bank, also meeting on Wednesday, is widely expected to announce a cut on Thursday of as much as half a percentage point."
81452,"His sport utility vehicle was found June 25, abandoned without its license plates in Virginia Beach, Va."
81462,Heatley led Atlanta in scoring last season with a team-record 41 goals and 48 assists.
81472,"We're thrilled to be up 3-2,'' Coach Gregg Popovich said Wednesday."
81482,"In a regulatory filing, EDS said the SEC had asked for information related to its troubled IT outsourcing contract with the US Navy."
81492,Internal chaos has allowed foreign companies to set up damaging commercial logging and fishing operations without proper monitoring or export controls.
81502,The court's three-judge tribunal was expected to give its verdict next February.
81512,Analysts surveyed by First Call were expecting sales of $723 million and a loss of 28 cents a share.
81522,"The civilian unemployment rate improved marginally last month _ sliding down to 6.1 percent _ as companies slashed payrolls by 93,000 amid continuing mixed signals about the nation's economic health."
81532,Professor Moffitt said the results needed to be replicated before pursuing testing of individuals for the presence of the long or short versions of the gene.
81542,The exchange also said its five-person compensation committee will consist only of directors from outside the securities industry.
81552,Congress has added a new benefit - an option to buy insurance coverage for prescription drugs.
81562,Shares of Mandalay closed down 8 cents at $29.42 Thursday.
81572,The NIST discovered that in 1999 the Port Authority issued guidelines to upgrade the fireproofing to a thickness of 1 1/2 inches.
81582,"The dollar pushed as high as $1.1115 to the euro in early trade, extending Tuesday's one percent rally to hit its strongest level since April 30."
81592,"The single currency rose as far as 135.26 yen , its highest level since the introduction of the single currency in January 1999."
81602,"A 62-year-old West Babylon man has contracted the West Nile virus, the first human case in Suffolk County this year, according to the county health department."
81612,But the North Korean nuclear crisis has dominated his time in office.
81622,"A captured rebel said 2,100 combatants had been involved in the offensive."
81632,"JAPAN added to growing international pressure on Burma yesterday, threatening to halt its hefty economic aid unless the military government released pro-democracy leader Aung San Suu Kyi."
81642,"Wal- Mart, Kohl's Corp., Family Dollar Stores Inc., and Big Lots Inc. posted May sales that fell below Wall Street's modest expectations."
81652,"""The future of BA is in the hands of the negotiators,"" Eddington told British Broadcasting Corp. television on Sunday."
81662,"""Both of these kids are in wonderful physical condition right now,"" said Goodrich, also director of pediatric neurosurgery at the Children's Hospital at Montefiore."
81672,The foreign bits are recognized by other cells that realize it is infected and kill it.
81682,"The New York Stock Exchange suspended trading yesterday in Loral, which closed at $3.01 Friday."
81692,The health department spokesperson added the department is following Centers for Disease Control protocol.
81702,Schools Chancellor Joel Klein said he was pleased by the results.
81712,One witness told the Anatolian news agency he saw the plane on fire in mid-air.
81722,Frist proposed a process in which it would take gradually fewer votes to overcome filibusters preventing final votes on judicial confirmations.
81732,"A major British study has added to the evidence that hormone replacement therapy increases the risk of breast cancer, especially when women receive a combination of estrogen and progestin."
81742,U.S. Agriculture Secretary Ann Veneman kicks off the three-day Ministerial Conference and Expo on Agricultural Science and Technology on Monday.
81752,"Amazon's shares yesterday closed at $54.32 on the Nasdaq Stock Market, up 29 cents."
81762,But Lawtey is the first entire prison to take that path.
81772,"Under the proposed terms of the transaction, and following the spinoff of PalmSource, Palm will exchange 0.09 shares for each share of Handspring."
81782,"The rock was first observed by the Lincoln Near Earth Asteroid Research Program, also known as LINEAR."
81792,"He urged employees to ""avoid complacency"" and to ""change old habits and seriously rethink business-as-usual."""
81802,These despicable acts were committed by killers whose only faith is hate and the United States will find the killers and they will learn the meaning of American justice.
81812,There were 659 women enrolled at the academy at the time of the survey.
81822,"The impact of natural-gas shortages ""will touch virtually every American,"" Energy Secretary Spencer Abraham warned yesterday."
81832,"Nevada is where the most women smoke, 28 percent."
81842,That poll had 712 likely voters and sampling error of plus or minus 3.7 percentage points.
81852,MONY shares rose 8.76 per cent to $31.90 in after-hours trading in New York.
81862,Burrell said Diana wrote a letter in October 1996 claiming there was a plot to kill her in a smash and gave it to him to keep as insurance.
81872,Republican National Committee Chairman Ed Gillespie issued a letter Friday to CBS Television President Leslie Moonves.
81882,"""The movement to defend pensions is gaining momentum, and we won't give up,"" said Marc Blondel, leader of the Force Ouvriere union."
81892,"Ellison said that contrary to the contentions of PeopleSoft management, Oracle intends to ""fully support PeopleSoft customers and products"" for many years to come."
81902,"Bounty hunting is illegal in Mexico, and the bounty hunter was charged with kidnapping."
81912,"The submission was on Monday, but the announcement was made Friday at the International Broadcasting Convention in Amsterdam."
81922,"Chinese language Web portals also support 3721 keywords, the Web site said."
81932,"Analysts polled by Reuters Research, a unit of Reuters Group Plc, on average forecast profit of $1.69 per share."
81942,"Two more died later, and initial autopsy reports show they succumbed to dehydration, hypothermia and suffocation."
81952,Authorities looked to the public yesterday for help in solving the deadly sniper-style shootings of three people outside Charleston-area convenience stores.
81962,HP fell to second place with server sales growing 0.4 percent to $2.9 billion.
81972,"The Third Armored Cavalry Regiment recently apprehended about 40 suspected fighters near the Syrian border, officials said."
81982,"Total revenue for the second quarter was $1.48 billion, up 7% from $1.39 billion in the same period last year."
81992,"Bolivia's army fought to stop a column of dynamite-wielding miners from streaming into the besieged capital on Wednesday, leaving two dead as a popular uprising against the President spread."
82002,"Dell's Personal All-in-One A920 is an entry-level device that combines printer, scanner and copier functions for $89."
82012,"But in the first 30 seconds of the bout, family members knew it was an uneven match, Jodie Meyers, Stacy Young's sister, said."
82022,"Still, Singapore quarantined 70 people who had been in close contact with the scientist."
82032,"The Skagit was expected to crest during the night at 38 feet at Mount Vernon, 10 feet above flood stage, the National Weather Service said."
82042,"In early trading, the Dow Jones industrial average was down 39.94, or 0.4 percent, at 8,945.50, having slipped 3.61 points Monday."
82052,"The injured were taken to hospitals in Jefferson City and Columbia, about 48km north; their conditions were not immediately available."
82062,"Against the Swiss franc the dollar was at 1.3289 francs, up 0.5 percent on the day."
82072,"Joining him in the majority opinion were Justices Sandra Day O'Connor, David H. Souter, Ruth Bader Ginsburg and Stephen G. Breyer."
82082,Martin served two thirds of a five-year sentence for the manslaughter of Barras and for wounding Fearon.
82092,The companies said Idec holders would own about 50.5 percent of the stock of the combined company.
82102,"""This attack was wrong, and it was dangerous to our goals,"" Raymond said."
82112,NEW YORK -(Dow Jones)- Former star investment banker Frank Quattrone pleaded not guilty Tuesday to criminal charges of obstruction of justice and witness tampering.
82122,"The Dow Jones industrial average .DJI fell 79.43 points, or 0.86 percent, to 9,117.12 on Friday."
82132,"The Dow Jones industrial average fell 10.89 points, or 0.11 percent, to 9,837.94."
82142,"Since then, Texas Gov. Rick Perry has called two special sessions trying to push the measure through."
82152,The agency said it would consider as timely any tax returns or payments due from Friday through Aug. 22 if they are completed by Aug. 22.
82162,The Texas congressional delegation now is 17-15 Democratic.
82172,"The Fijian military installed an all-indigenous government led by Mr Qarase, who won democratic elections in September 2001."
82182,BuyMusic is the first subscription-free paid download music service for PC users.
82192,"The 30-year bond US30YT=RR grew 1-3/32 for a yield of 4.30 percent, down from 4.35 percent late Wednesday."
82202,"Last week, his lawyers asked Warner to grant clemency under certain conditions that would have lead to a new sentencing hearing."
82212,Gov. Linda Lingle and other dignitaries are scheduled to be at the base to watch the launch.
82222,"Ebbers' lawyer, Reid Weingarten, said despite the thorough investigation, ""the best the investigators can do is nitpick about the process and substance of isolated business decisions."""
82232,"The Justice Department filed a civil rights lawsuit Thursday against the state of Mississippi, alleging abuse of juvenile offenders at two state-run facilities."
82242,"Marcel Desailly, the France captain and Chelsea defender, believes the latter is true."
82252,She was the only woman employed as a warehouse worker and heavy equipment operator and the only woman in her Teamsters local.
82262,Police detained Khodorkovsky early on Saturday when his jet made a refueling stop in the Siberian city of Novosibirsk.
82272,"Sony Ericsson also said it plans to close its R&D site in Munich, Germany, for GSM and UMTS handsets."
82282,"China is scrambling to stop the disease from spreading to the countryside, where most of its 1.3 billion people live."
82292,"Statistics from the Kansas Department of Health and Environment show that 11,844 abortions were performed in the state last year."
82302,The researchers say that the fact the MAP bug is present in the vast majority of Crohns sufferers means it is almost certainly causing the intestinal inflammation.
82312,"According to the report, average life expectancy has increased by nearly two years since 1990."
82322,"For the full year period ending June 30, 2003, high-speed lines increased by 45 percent."
82332,Comstock said several federal courts have ruled that the detentions are fully within the law.
82342,"Still, Mr. Weill will remain very much a power at the company."
82352,Greg Parseghian was appointed the new chief executive.
82362,"The report cites the marriage of the alleged operational commander of the Bali bombings, Mukhlas, as an example of how JI uses marriage to grow."
82372,Philadelphia's council is not the first to defy the national policy.
82382,"Meanwhile, Funny Cide's trainer, Barclay Tagg, called the allegations ""ridiculous."""
82392,Cuban officials said that last year none of about two dozen nominated Cuban musicians received U.S. visas in time to attend the Latin Grammys.
82402,The letter indicates the Vatican's interest in bolstering conservatives within the Episcopal Church.
82412,"Hillary Clinton, the New York senator and former first lady, has a book out Monday titled Living History."
82422,"A passionate nationalist, Mr. D'Alessandro said: ""Canada is a small country, and we need more companies like this."""
82432,State interior ministry spokesman Vasant Pitke told Reuters that at least 42 people had been killed and 112 injured.
82442,"He also said Shockey is ""living the dream life of a New York athlete."
82452,"Sumitomo Mitsui Financial (JP:8316: news, chart, profile) was down 2.5 percent at 198,000 yen."
82462,"The remaining 1,557 genes are believed to be all functional."
82472,Production for the second quarter was cut to 46 million barrels from 48 million barrels.
82482,Tikrit is Saddam Hussein's hometown and the region around it is known as a hotbed of Baath Party supporters and former high-ranking Iraqi military officials.
82492,"Miodrag Zivkovic, the leader of the pro-independence opposition Liberal Alliance, came in second with 31 percent of the vote."
82502,A year ago the firm posted a profit of 26 million pounds.
82512,"Some 34.7 million shares have been tendered, Oracle said in a statement."
82522,Yucaipa bought Dominick's in 1995 for $693 million and sold it to Safeway for $1.8 billion in 1998.
82532,Pete Slover reported from Laredo and Gromer Jeffers from Albuquerque.
82542,"The 25 percent hike takes annual UC undergraduate tuition to $4,794 and graduate fees to $5,019."
82552,"The scientist also quarantined himself at home as soon as he developed SARS symptoms, officials said."
82562,The upgrade will be available as a free download for current customers with SmarNet support in January 2004.
82572,Klarman was charged with 16 counts of wire fraud.
82582,"The team has named the sensor Canary, for cellular analysis and notification of antigen risks and yields."
82592,"Sgt. Ernest Bucklew, 33, was coming home from Iraq to bury his mother in Pennsylvania."
82602,"Waksal pleaded guilty to insider trading charges last year, and he is scheduled to be sentenced June 10."
82612,The product also streams Internet radio and comes with a 30-day free trial for RealNetworks' Rhapsody digital music subscription service.
82622,The dollar dropped to $1.1564 per euro at 7:30 a.m. in London from $1.1486 on Friday.
82632,"Morales, who pleaded guilty in July, expressed ""sincere regret and remorse"" for his crimes."
82642,"Through Sunday, Sept. 21, Site Finder has been visited over 65 million times by Internet users."
82652,"""MediaMax performs EXACTLY as ""advertised"" to the companies who purchased it,"" Jacobs said in the statement."
82662,"He was arrested in Atlanta, Georgia, on Monday night by police acting on a tip-off."
82672,The Bush administration blames the wave of bombings and guerrilla attacks on Saddam loyalists and foreign Muslim militants who have entered Iraq to fight U.S. troops.
82682,Tour doctors later confirmed that he had broken his right leg near the hip and also sustained wrist and elbow fractures.
82692,Both the House and Senate bills would end the ban on research and development of low-yield nuclear weapons.
82702,About half of all U.S. households have money in mutual funds.
82712,"The House has passed bills the past two Congresses, but the Senate has not."
82722,"But for the elderly and those with weakened immune systems, it can be fatal."
82732,"""My understanding of this is that there is a lower percentage of successful impregnations with frozen,"" Ezzell said."
82742,Klarman was arrested by FBI agents Monday morning at his home in New York.
82752,"Bishop O'Brien, aged 67, had told police he thought he had hit a dog or cat."
82762,"The crates are full of hardback copies of ""Harry Potter and the Order of the Phoenix."""
82772,"""But at this stage, given the early detection, the outlook in such instances would be positive,"" he said."
82782,"In New York, the Dow Jones industrial average a gauge of 30 blue chip stocks was up 3.29 points or 0.04 per cent to 8,585.97."
82792,"Rich Media interactive ad formats doubled their share from 3% in second quarter of 2002, to 6% in the second quarter of 2003."
82802,Defense Secretary Donald H. Rumsfeld said Tuesday it will take time to locate die-hard remnants of Saddam Hussein's deposed regime in Iraq.
82812,"As Sayliyah was the command base for the Iraq war, but hundreds who ran the war have returned to the United States."
82822,"Details on pricing will be announced within a few weeks, McBride said."
82832,Sources in the racing industry said Fontana will get a second NASCAR race on Labor Day weekend starting next season.
82842,"The Dow Jones Industrial Average ($DJ: news, chart, profile) rose 56 points, or 0.7 percent, to 8,588."
82852,"Dennehy, who transferred to Baylor last year after getting kicked off the University of New Mexico Lobos for temper tantrums, became a born-again Christian in June 2002."
82862,"Bashir also felt he was being tried by opinion rather than facts of law, he added."
82872,"But under cross-examination by O'Donnell's attorney, Lorna Schofield, Toepfer conceded she had ignored many of O'Donnell's suggestions and projects."
82882,"In that case, the court held that the city of Cincinnati had violated the First Amendment in banning, in the interest of aesthetics, only the advertising pamphlets."
82892,"Box cutters were the weapons used by the 19 hijackers in the Sept. 11, 2001, attacks."
82902,Moore of Alabama says he will appeal his case to the nation's highest court.
82912,Southwest said its traffic was up 4.6 percent in the quarter on a capacity increase of 4.2 percent.
82922,"The new worm affects these Windows systems: 2000, XP, NT 4.0 and Server 2003."
82932,"Shares of McDonald's and Wendy's continued their recent recovery Monday, rising more than 1 percent on the New York Stock Exchange in afternoon trade."
82942,We don't need a little bitty tax relief plan.
82952,Harry Potter's latest wizard trick?
82962,"Nvidia will take advantage of MediaQ customers, which include such players as Siemens AG, Sharp, Philips, Dell, Mitsubishi and Sony Corp."
82972,"Aventis, based in Strasbourg, France, is one of the leading producers of the vaccine and one of a handful of companies that still make it."
82982,"""I'm going to try to march with a number of different groups,"" Bloomberg said."
82992,"The attack seemed similar to attacks staged near foreign compounds in Riyadh on May 12, for which officials have also blamed al-Qaida."
83002,"""We've put a lot of effort and energy into improving our patching progress, probably later than we should have."
83012,"The boy fired once into a wall and sprayed the room with fire extinguishers, making it hard to see, the chief said."
83022,"""The clear message is it should not be used to prevent cardiovascular disease,"" Manson said."
83032,"The meat, poultry, butter, cheese and nuts were being stored by more than 100 wholesalers in Chicago."
83042,BlueCore3-Multimedia contains an open platform DSP co-processor and also includes a 16-bit stereo audio codec with dual ADC and DAC for stereo audio.
83052,"With the remaining three shuttles grounded in the wake of the Columbia accident, the rookies will have to wait even longer."
83062,"Bremer, 61, is a former assistant to former Secretaries of State William P. Rogers and Henry Kissinger."
83072,"Those talks have not taken place, according to an Oracle spokeswoman."
83082,"It has sought observer status for seven years, but was again rebuffed May 19 at the annual WHO conference in Geneva."
83092,The countys first and only human case of West Nile this year was confirmed by health officials on Sept. 8.
83102,National Breast Cancer Centre head Professor Christine Ewan said there was no need for panic.
83112,The company's chief executive retired and chief financial officer resigned.
83122,The New Democrats also renewed their commitment to no health-care privatization and no premiums.
83132,"Also as part of the deal, PalmSource stock will begin trading on the NASDAQ stock market Wednesday under the ticker symbol: PSRC."
83142,"The crates are full of hardback copies of ""Harry Potter and the Order of the Phoenix."""
83152,"The government did not identify the taikonauts -- a term coined from taikong, the Chinese word for space."
83162,"Mr Blair went on: ""I think we did the right thing in relation to Iraq."
83172,The judge scheduled another oversight hearing for late January.
83182,"""I have the opportunity to congratulate the governor-elect of the great state of California, and I'm looking forward to it."""
83192,"Junya Tanase, forex strategist at JP Morgan Chase, said ""I expect Japan to keep conducting intervention, but the volume is likely to fall sharply."""
83202,"The developers, The Related Cos. and Apollo Real Estate Advisors, hope sales top $1 billion."
83212,"It ain't coming to me, but it's only about a third of what I owe in the world."
83222,"At 12:10 p.m. EDT, Canada's benchmark S&P/TSX composite index was up 6.87 points or 0.1 per cent to 6,979.29."
83232,"Prices for Treasury securities also rose, with the yield on the benchmark 10-year note falling to 4.19 percent."
83242,"Edie Falco was not nominated for ""Frankie and Johnny."""
83252,"""Saddam is gone, but we want the (U.S.) occupation to end."""
83262,"Kernan, who was O'Bannon's lieutenant governor, friend and political partner, was sworn in six hours after O'Bannon died Saturday."
83272,Fujitsu Siemens Computers on Tuesday made good on a promise to offer a workstation based on Advanced Micro Devices' Opteron processor.
83282,Analysts surveyed by Thomson First Call had expected Kodak to earn 68 cents a share for the quarter.
83292,"Corixa's stock barely flinched on the news, dipping 12 cents to close at $6.88."
83302,"Next week, John S. Reed, the former Citicorp chief executive who Sunday became interim chairman and chief executive of the exchange, will take up his position."
83312,He refused to say what percentage of domestic flights had security officers on board.
83322,The S&P 500 had climbed 16 percent since its March low and yesterday closed at its highest since Dec. 2.
83332,"CBS said the show ""does not present a balanced portrayal of the Reagans for CBS and its audience."
83342,Health officials confirmed today that a northeast Kansas woman has the state's first case of monkeypox and the first case west of the Mississippi River.
83352,Navistar shares rose a penny to $41.64 at late afternoon on the New York Stock Exchange after earlier falling as low as $39.93.
83362,Only Intel Corp. has a lower dividend yield.
83372,A Microsoft spokesman was not immediately available to comment.
83382,"The new analysis found that 32 of 16,608 participants developed ovarian cancer in about 5 1/2 years of follow-up, including 20 women taking hormones."
83392,"Character actor Hume Cronyn, 91, died Sunday at his home in Connecticut."
83402,"Deirdre Hisler, Government Canyon's manager, said the state long has coveted this piece of property, and is eager to complete the deal."
83412,"Reuters witnesses said public squares were packed with crying children and people left homeless, huddled in blankets to protect them from the cold."
83422,"The supermarket chains have used managers and replacement workers to keep their stores open, often at reduced hours."
83432,"The security official's backup was on active duty, and the lottery association didn't have a replacement in New Jersey, Strutt said."
83442,"Phoberomys' skeleton was unearthed 250 miles west of Caracas, Venezuela."
83452,Mr McDonnell wants to establish if the Italian business followed Grant Thornton's audit procedures.
83462,"Meantime, the Direct Marketing Association said its members should not call the nearly 51 million numbers on the list."
83472,General Dynamics was sued when it changed its retirement benefits in 1997.
83482,"The tech-heavy Nasdaq Composite Index .IXIC was off 0.11 percent, or 1.78 points, at 1,594.13."
83492,NASA is scheduled to launch the Space Infrared Telescope Facility on Monday morning.
83502,"A leading U.K. medical journal called Friday for a complete ban on tobacco, prompting outrage from smokers' groups."
83512,But police say the driver of the truck has not been found and is wanted for questioning.
83522,"Surrounded by singers from Harlem, Bush said: ''The artistry of black musicians has conveyed the experience of black Americans throughout our history."
83532,"Geraldine Andrews, Reynolds' daughter-in-law and a friend of Wilson's family, said Robinson had recently taken Wilson out of a mental health facility."
83542,"Baker called a pregame meeting, believing the the corked-bat episode had distracted the team."
83552,"She was taken to Charing Cross Hospital, where she remained critically ill last night."
83562,"After a weak start, the Dow Jones Industrial Average ended the day up 26.26 to 9,217.35, while the S&P 500 index rose 3 to 980.59."
83572,Primary Care Trusts and Mental Health Trusts have also been formally rated for the first time this year.
83582,"""We are aware of the situation,"" said Assistant US Attorney Todd Greenberg, a counter-terrorism prosecutor in Seattle."
83592,"The broader Standard & Poor's 500 Index <.SPX> edged down 9 points, or 0.98 percent, to 921."
83602,The firm had predicted earlier this year a 4.9 percent increase.
83612,"The new deal would be valued at $1.75 billion, including $863 million in cash and 52.6 million PeopleSoft shares."
